year,country_code,country,player_name,player_name_norm,position,dob,age_at_tournament,caps,goals,club,club_country,data_tier
2026,HAI,Haiti,Garven Metusala,garven metusala,DF,1999-12-31,26,16,0,Colorado Springs Switchbacks FC,,
2026,HAI,Haiti,Ruben Providence,ruben providence,FW,2001-07-07,24,15,3,Almere City,,
2026,HAI,Haiti,Lenny Joseph,lenny joseph,FW,2000-10-12,25,2,1,Ferencváros,,
2026,HAI,Haiti,Danley Jean Jacques,danley jean jacques,MF,2000-05-20,26,31,6,Philadelphia Union,,
2026,HAI,Haiti,Wilson Isidor,wilson isidor,FW,2000-08-27,25,4,2,Sunderland,,
2026,HAI,Haiti,Yassin Fortuné,yassin fortune,FW,1999-01-30,27,4,0,Vizela,,
2026,HAI,Haiti,Frantzdy Pierrot,frantzdy pierrot,FW,1995-03-29,31,51,34,Çaykur Rizespor,,
2026,HAI,Haiti,Josué Casimir,josue casimir,FW,2001-09-24,24,7,0,Auxerre,,
2026,HAI,Haiti,Jean-Kévin Duverne,jean-kevin duverne,DF,1997-07-12,28,17,1,Gent,,
2026,HAI,Haiti,Josué Duverger,josue duverger,GK,2000-04-27,26,7,0,Cosmos Koblenz,,
2026,HAI,Haiti,Wilguens Paugain,wilguens paugain,DF,2001-08-24,24,8,0,Zulte Waregem,,
2026,HAI,Haiti,Dominique Simon,dominique simon,MF,2000-07-29,25,2,0,Tatran Prešov,,
2026,HAI,Haiti,Woodensky Pierre,woodensky pierre,MF,2004-12-30,21,1,0,Violette,,
2026,MAR,Morocco,Yassine Bounou,yassine bounou,GK,1991-04-05,35,90,0,Al-Hilal,,
2026,MAR,Morocco,Achraf Hakimi ( captain ),achraf hakimi ( captain ),DF,1998-11-04,27,96,11,Paris Saint-Germain,,
2026,MAR,Morocco,Noussair Mazraoui,noussair mazraoui,DF,1997-11-14,28,45,2,Manchester United,,
2026,MAR,Morocco,Sofyan Amrabat,sofyan amrabat,MF,1996-08-21,29,75,0,Real Betis,,
2026,MAR,Morocco,Marwane Saâdane,marwane saadane,DF,1992-01-17,34,8,0,Al-Fateh,,
2026,MAR,Morocco,Ayyoub Bouaddi,ayyoub bouaddi,MF,2007-10-02,18,3,0,Lille,,
2026,MAR,Morocco,Chemsdine Talbi,chemsdine talbi,MF,2005-05-09,21,5,0,Sunderland,,
2026,MAR,Morocco,Azzedine Ounahi,azzedine ounahi,MF,2000-04-19,26,49,9,Girona,,
2026,MAR,Morocco,Soufiane Rahimi,soufiane rahimi,FW,1996-06-02,30,37,12,Al Ain,,
2026,MAR,Morocco,Brahim Díaz,brahim diaz,FW,1999-08-03,26,26,14,Real Madrid,,
2026,MAR,Morocco,Ismael Saibari,ismael saibari,MF,2001-01-28,25,31,9,PSV Eindhoven,,
2026,MAR,Morocco,Munir Mohamedi,munir mohamedi,GK,1989-05-10,37,53,0,RS Berkane,,
2026,MAR,Morocco,Zakaria El Ouahdi,zakaria el ouahdi,DF,2001-12-31,24,3,0,Genk,,
2026,MAR,Morocco,Issa Diop,issa diop,DF,1997-01-09,29,4,0,Fulham,,
2026,MAR,Morocco,Samir El Mourabet,samir el mourabet,MF,2005-10-06,20,4,0,Strasbourg,,
2026,MAR,Morocco,Gessime Yassine,gessime yassine,MF,2005-11-22,20,5,0,Strasbourg,,
2026,MAR,Morocco,Amine Sbaï,amine sbai,FW,2000-11-05,25,2,0,Angers,,
2026,MAR,Morocco,Chadi Riad,chadi riad,DF,2003-06-17,22,6,1,Crystal Palace,,
2026,MAR,Morocco,Youssef Belammari,youssef belammari,DF,1998-09-20,27,19,0,Al Ahly,,
2026,MAR,Morocco,Ayoub El Kaabi,ayoub el kaabi,FW,1993-06-25,32,71,35,Olympiacos,,
2026,MAR,Morocco,Ayoube Amaimouni,ayoube amaimouni,FW,2004-11-30,21,2,0,Eintracht Frankfurt,,
2026,MAR,Morocco,Ahmed Reda Tagnaouti,ahmed reda tagnaouti,GK,1996-04-05,30,3,0,AS FAR,,
2026,MAR,Morocco,Bilal El Khannouss,bilal el khannouss,MF,2004-05-10,22,37,3,VfB Stuttgart,,
2026,MAR,Morocco,Neil El Aynaoui,neil el aynaoui,MF,2001-07-02,24,16,2,Roma,,
2026,MAR,Morocco,Redouane Halhal,redouane halhal,DF,2003-03-05,23,3,0,Mechelen,,
2026,MAR,Morocco,Anass Salah-Eddine,anass salah-eddine,DF,2002-01-18,24,9,0,PSV Eindhoven,,
2026,SCO,Scotland,Angus Gunn,angus gunn,GK,1996-01-22,30,22,0,Nottingham Forest,,
2026,SCO,Scotland,Aaron Hickey,aaron hickey,DF,2002-06-10,24,21,0,Brentford,,
2026,SCO,Scotland,Andy Robertson ( captain ),andy robertson ( captain ),DF,1994-03-11,32,94,4,Liverpool,,
2026,SCO,Scotland,Scott McTominay,scott mctominay,MF,1996-12-08,29,70,15,Napoli,,
2026,SCO,Scotland,Grant Hanley,grant hanley,DF,1991-11-20,34,68,2,Hibernian,,
2026,SCO,Scotland,Kieran Tierney,kieran tierney,DF,1997-06-05,29,56,2,Celtic,,
2026,SCO,Scotland,John McGinn,john mcginn,MF,1994-10-18,31,86,20,Aston Villa,,
2026,SCO,Scotland,Tyler Fletcher,tyler fletcher,MF,2007-03-19,19,2,0,Manchester United,,
2026,SCO,Scotland,Lyndon Dykes,lyndon dykes,FW,1995-10-07,30,51,10,Charlton Athletic,,
2026,SCO,Scotland,Ché Adams,che adams,FW,1996-07-13,29,47,13,Torino,,
2026,SCO,Scotland,Ryan Christie,ryan christie,MF,1995-02-22,31,68,10,Bournemouth,,
2026,SCO,Scotland,Liam Kelly,liam kelly,GK,1996-01-23,30,3,0,Rangers,,
2026,SCO,Scotland,Jack Hendry,jack hendry,DF,1995-05-07,31,38,3,Al-Ettifaq,,
2026,SCO,Scotland,Ross Stewart,ross stewart,FW,1996-07-11,29,3,0,Southampton,,
2026,SCO,Scotland,John Souttar,john souttar,DF,1996-09-25,29,24,2,Rangers,,
2026,SCO,Scotland,Dominic Hyam,dominic hyam,DF,1995-12-20,30,4,0,Wrexham,,
2026,SCO,Scotland,Ben Gannon-Doak,ben gannon-doak,FW,2005-11-11,20,14,1,Bournemouth,,
2026,SCO,Scotland,George Hirst,george hirst,FW,1999-02-15,27,10,1,Ipswich Town,,
2026,SCO,Scotland,Lewis Ferguson,lewis ferguson,MF,1999-08-24,26,24,1,Bologna,,
2026,SCO,Scotland,Lawrence Shankland,lawrence shankland,FW,1995-08-10,30,20,7,Heart of Midlothian,,
2026,SCO,Scotland,Craig Gordon,craig gordon,GK,1982-12-31,43,84,0,Heart of Midlothian,,
2026,SCO,Scotland,Nathan Patterson,nathan patterson,DF,2001-10-16,24,26,1,Everton,,
2026,SCO,Scotland,Kenny McLean,kenny mclean,MF,1992-01-08,34,58,3,Norwich City,,
2026,SCO,Scotland,Anthony Ralston,anthony ralston,DF,1998-11-16,27,27,1,Celtic,,
2026,SCO,Scotland,Findlay Curtis,findlay curtis,FW,2006-06-09,20,3,1,Kilmarnock,,
2026,SCO,Scotland,Scott McKenna,scott mckenna,DF,1996-11-12,29,50,1,Dinamo Zagreb,,
2026,AUS,Australia,Mathew Ryan ( captain ),mathew ryan ( captain ),GK,1992-04-08,34,104,0,Levante,,
2026,AUS,Australia,Miloš Degenek,milos degenek,DF,1994-04-28,32,57,1,APOEL,,
2026,AUS,Australia,Alessandro Circati,alessandro circati,DF,2003-10-10,22,13,1,Parma,,
2026,AUS,Australia,Jacob Italiano,jacob italiano,DF,2001-07-30,24,5,0,Grazer AK,,
2026,AUS,Australia,Jordan Bos,jordan bos,DF,2002-10-29,23,27,4,Feyenoord,,
2026,AUS,Australia,Jason Geria,jason geria,DF,1993-05-10,33,14,0,Albirex Niigata,,
2026,AUS,Australia,Mathew Leckie,mathew leckie,FW,1991-02-04,35,80,14,Melbourne City,,
2026,AUS,Australia,Connor Metcalfe,connor metcalfe,MF,1999-11-05,26,36,1,FC St. Pauli,,
2026,AUS,Australia,Mohamed Touré,mohamed toure,FW,2004-03-26,22,10,2,Norwich City,,
2026,AUS,Australia,Ajdin Hrustic,ajdin hrustic,FW,1996-07-05,29,37,4,Heracles Almelo,,
2026,AUS,Australia,Awer Mabil,awer mabil,FW,1995-09-15,30,38,10,Castellón,,
2026,AUS,Australia,Paul Izzo,paul izzo,GK,1995-01-06,31,4,0,Randers,,
2026,AUS,Australia,Aiden O'Neill,aiden o'neill,MF,1998-07-04,27,31,0,New York City FC,,
2026,AUS,Australia,Cammy Devlin,cammy devlin,MF,1998-06-07,28,5,0,Heart of Midlothian,,
2026,AUS,Australia,Kai Trewin,kai trewin,DF,2001-05-18,25,6,0,New York City FC,,
2026,AUS,Australia,Aziz Behich,aziz behich,DF,1990-12-16,35,84,3,Melbourne City,,
2026,AUS,Australia,Nestory Irankunda,nestory irankunda,FW,2006-02-09,20,15,5,Watford,,
2026,AUS,Australia,Patrick Beach,patrick beach,GK,2003-08-06,22,2,0,Melbourne City,,
2026,AUS,Australia,Harry Souttar,harry souttar,DF,1998-10-22,27,38,11,Leicester City,,
2026,AUS,Australia,Cristian Volpato,cristian volpato,FW,2003-11-15,22,1,0,Sassuolo,,
2026,AUS,Australia,Cameron Burgess,cameron burgess,DF,1995-10-21,30,27,0,Swansea City,,
2026,AUS,Australia,Jackson Irvine,jackson irvine,MF,1993-03-07,33,82,14,FC St. Pauli,,
2026,AUS,Australia,Nishan Velupillay,nishan velupillay,FW,2001-05-07,25,7,3,Melbourne Victory,,
2026,AUS,Australia,Paul Okon-Engstler,paul okon-engstler,MF,2005-01-24,21,6,0,Sydney FC,,
2026,AUS,Australia,Lucas Herrington,lucas herrington,DF,2007-09-05,18,4,0,Colorado Rapids,,
2026,AUS,Australia,Tete Yengi,tete yengi,FW,2000-11-28,25,1,1,Machida Zelvia,,
2026,PAR,Paraguay,Gatito Fernández,gatito fernandez,GK,1988-03-29,38,31,0,Cerro Porteño,,
2026,PAR,Paraguay,Gustavo Velázquez,gustavo velazquez,DF,1991-04-17,35,13,1,Cerro Porteño,,
2026,PAR,Paraguay,Omar Alderete,omar alderete,DF,1996-12-26,29,36,3,Sunderland,,
2026,PAR,Paraguay,Juan José Cáceres,juan jose caceres,DF,2000-06-01,26,17,0,Dynamo Moscow,,
2026,PAR,Paraguay,Fabián Balbuena,fabian balbuena,DF,1991-08-23,34,48,2,Grêmio,,
2026,PAR,Paraguay,Júnior Alonso,junior alonso,DF,1993-02-09,33,71,3,Atlético Mineiro,,
2026,PAR,Paraguay,Ramón Sosa,ramon sosa,MF,1999-08-31,26,29,1,Palmeiras,,
2026,PAR,Paraguay,Diego Gómez,diego gomez,MF,2003-03-27,23,24,3,Brighton & Hove Albion,,
2026,PAR,Paraguay,Antonio Sanabria,antonio sanabria,FW,1996-03-04,30,48,7,Cremonese,,
2026,PAR,Paraguay,Miguel Almirón,miguel almiron,MF,1994-02-10,32,76,10,Atlanta United FC,,
2026,PAR,Paraguay,Maurício,mauricio,MF,2001-06-22,24,3,0,Palmeiras,,
2026,PAR,Paraguay,Orlando Gill,orlando gill,GK,2000-06-11,26,6,0,San Lorenzo,,
2026,PAR,Paraguay,José Canale,jose canale,DF,1996-07-20,29,2,0,Lanús,,
2026,PAR,Paraguay,Andrés Cubas,andres cubas,MF,1996-05-11,30,33,0,Vancouver Whitecaps FC,,
2026,PAR,Paraguay,Gustavo Gómez ( captain ),gustavo gomez ( captain ),DF,1993-05-06,33,89,4,Palmeiras,,
2026,PAR,Paraguay,Damián Bobadilla,damian bobadilla,MF,2001-07-11,24,19,1,São Paulo,,
2026,PAR,Paraguay,Kaku,kaku,FW,1995-01-11,31,33,6,Al Ain,,
2026,PAR,Paraguay,Álex Arce,alex arce,FW,1995-06-16,30,15,1,Independiente Rivadavia,,
2026,PAR,Paraguay,Julio Enciso,julio enciso,FW,2004-01-23,22,32,4,Strasbourg,,
2026,PAR,Paraguay,Braian Ojeda,braian ojeda,MF,2000-06-27,25,17,0,Orlando City SC,,
2026,PAR,Paraguay,Gabriel Ávalos,gabriel avalos,FW,1991-07-09,34,23,2,Independiente,,
2026,PAR,Paraguay,Gastón Olveira,gaston olveira,GK,1993-04-21,33,1,0,Olimpia,,
2026,PAR,Paraguay,Matías Galarza,matias galarza,MF,2002-02-11,24,15,3,Atlanta United FC,,
2026,PAR,Paraguay,Gustavo Caballero,gustavo caballero,MF,2001-09-21,24,2,1,Portsmouth,,
2026,PAR,Paraguay,Isidro Pitta,isidro pitta,FW,1999-08-14,26,5,0,Red Bull Bragantino,,
2026,PAR,Paraguay,Alexandro Maidana,alexandro maidana,DF,2005-07-26,20,2,1,Talleres,,
2026,TUR,Turkey,Mert Günok,mert gunok,GK,1989-03-01,37,37,0,Fenerbahçe,,
2026,TUR,Turkey,Zeki Çelik,zeki celik,DF,1997-02-17,29,61,3,Roma,,
2026,TUR,Turkey,Merih Demiral,merih demiral,DF,1998-03-05,28,62,6,Al-Ahli,,
2026,TUR,Turkey,Çağlar Söyüncü,caglar soyuncu,DF,1996-05-23,30,60,2,Fenerbahçe,,
2026,TUR,Turkey,Salih Özcan,salih ozcan,MF,1998-01-11,28,30,1,Borussia Dortmund,,
2026,TUR,Turkey,Orkun Kökçü,orkun kokcu,MF,2000-12-29,25,50,4,Beşiktaş,,
2026,TUR,Turkey,Kerem Aktürkoğlu,kerem akturkoglu,FW,1998-10-21,27,52,15,Fenerbahçe,,
2026,TUR,Turkey,Arda Güler,arda guler,FW,2005-02-25,21,29,6,Real Madrid,,
2026,TUR,Turkey,Deniz Gül,deniz gul,FW,2004-07-02,21,8,2,Porto,,
2026,TUR,Turkey,Hakan Çalhanoğlu ( captain ),hakan calhanoglu ( captain ),MF,1994-02-08,32,105,22,Inter Milan,,
2026,TUR,Turkey,Kenan Yıldız,kenan yldz,FW,2005-05-04,21,28,5,Juventus,,
2026,TUR,Turkey,Altay Bayındır,altay bayndr,GK,1998-04-14,28,12,0,Manchester United,,
2026,TUR,Turkey,Eren Elmalı,eren elmal,DF,2000-07-07,25,23,0,Galatasaray,,
2026,TUR,Turkey,Abdülkerim Bardakcı,abdulkerim bardakc,DF,1994-09-07,31,27,2,Galatasaray,,
2026,TUR,Turkey,Ozan Kabak,ozan kabak,DF,2000-03-25,26,30,2,TSG Hoffenheim,,
2026,TUR,Turkey,İsmail Yüksek,ismail yuksek,MF,1999-01-26,27,32,1,Fenerbahçe,,
2026,TUR,Turkey,İrfan Can Kahveci,irfan can kahveci,FW,1995-07-15,30,47,6,Kasımpaşa,,
2026,TUR,Turkey,Mert Müldür,mert muldur,DF,1999-04-03,27,45,3,Fenerbahçe,,
2026,TUR,Turkey,Yunus Akgün,yunus akgun,FW,2000-07-07,25,19,4,Galatasaray,,
2026,TUR,Turkey,Ferdi Kadıoğlu,ferdi kadoglu,DF,1999-10-07,26,30,2,Brighton & Hove Albion,,
2026,TUR,Turkey,Barış Alper Yılmaz,bars alper ylmaz,FW,2000-05-23,26,35,4,Galatasaray,,
2026,TUR,Turkey,Kaan Ayhan,kaan ayhan,MF,1994-11-10,31,73,5,Galatasaray,,
2026,TUR,Turkey,Uğurcan Çakır,ugurcan cakr,GK,1996-04-05,30,39,0,Galatasaray,,
2026,TUR,Turkey,Oğuz Aydın,oguz aydn,FW,2000-10-27,25,11,0,Fenerbahçe,,
2026,TUR,Turkey,Samet Akaydin,samet akaydin,DF,1994-03-13,32,19,1,Çaykur Rizespor,,
2026,TUR,Turkey,Can Uzun,can uzun,FW,2005-11-11,20,6,1,Eintracht Frankfurt,,
2026,USA,United States,Matt Turner,matt turner,GK,1994-06-24,31,54,0,New England Revolution,,
2026,USA,United States,Sergiño Dest,sergino dest,DF,2000-11-03,25,39,3,PSV Eindhoven,,
2026,USA,United States,Chris Richards,chris richards,DF,2000-03-28,26,36,3,Crystal Palace,,
2026,USA,United States,Tyler Adams,tyler adams,MF,1999-02-14,27,54,2,Bournemouth,,
2026,USA,United States,Antonee Robinson,antonee robinson,DF,1997-08-08,28,54,5,Fulham,,
2026,USA,United States,Auston Trusty,auston trusty,DF,1998-08-12,27,8,0,Celtic,,
2026,USA,United States,Giovanni Reyna,giovanni reyna,MF,2002-11-13,23,38,9,Borussia Mönchengladbach,,
2026,USA,United States,Weston McKennie,weston mckennie,MF,1998-08-28,27,66,12,Juventus,,
2026,USA,United States,Ricardo Pepi,ricardo pepi,FW,2003-01-09,23,37,13,PSV Eindhoven,,
2026,USA,United States,Christian Pulisic,christian pulisic,FW,1998-09-18,27,86,33,Milan,,
2026,USA,United States,Brenden Aaronson,brenden aaronson,FW,2000-10-22,25,58,9,Leeds United,,
2026,USA,United States,Miles Robinson,miles robinson,DF,1997-03-14,29,40,3,FC Cincinnati,,
2026,USA,United States,Tim Ream ( captain ),tim ream ( captain ),DF,1987-10-05,38,82,1,Charlotte FC,,
2026,USA,United States,Sebastian Berhalter,sebastian berhalter,MF,2001-05-10,25,13,1,Vancouver Whitecaps FC,,
2026,USA,United States,Cristian Roldan,cristian roldan,MF,1995-06-03,31,47,0,Seattle Sounders FC,,
2026,USA,United States,Alex Freeman,alex freeman,DF,2004-08-09,21,17,2,Villarreal,,
2026,USA,United States,Malik Tillman,malik tillman,MF,2002-05-28,24,30,3,Bayer Leverkusen,,
2026,USA,United States,Max Arfsten,max arfsten,DF,2001-04-19,25,20,1,Columbus Crew,,
2026,USA,United States,Haji Wright,haji wright,FW,1998-03-27,28,20,7,Coventry City,,
2026,USA,United States,Folarin Balogun,folarin balogun,FW,2001-07-03,24,27,9,Monaco,,
2026,USA,United States,Timothy Weah,timothy weah,FW,2000-02-22,26,51,7,Marseille,,
2026,USA,United States,Mark McKenzie,mark mckenzie,DF,1999-02-25,27,29,0,Toulouse,,
2026,USA,United States,Joe Scally,joe scally,DF,2002-12-31,23,26,0,Borussia Mönchengladbach,,
2026,USA,United States,Matt Freese,matt freese,GK,1998-09-02,27,15,0,New York City FC,,
2026,USA,United States,Chris Brady,chris brady,GK,2004-03-03,22,1,0,Chicago Fire FC,,
2026,USA,United States,Alejandro Zendejas,alejandro zendejas,FW,1998-02-07,28,14,2,América,,
2026,CUW,Curaçao,Eloy Room,eloy room,GK,1989-02-06,37,71,0,Miami FC,,
2026,CUW,Curaçao,Shurandy Sambo,shurandy sambo,DF,2001-08-19,24,8,0,Sparta Rotterdam,,
2026,CUW,Curaçao,Juriën Gaari,jurien gaari,DF,1993-12-23,32,60,1,Abha,,
2026,CUW,Curaçao,Roshon van Eijma,roshon van eijma,DF,1998-06-09,28,28,1,RKC Waalwijk,,
2026,CUW,Curaçao,Sherel Floranus,sherel floranus,DF,1998-08-23,27,28,0,PEC Zwolle,,
2026,CUW,Curaçao,Godfried Roemeratoe,godfried roemeratoe,MF,1999-08-19,26,28,1,RKC Waalwijk,,
2026,CUW,Curaçao,Juninho Bacuna,juninho bacuna,MF,1997-08-07,28,49,15,Volendam,,
2026,CUW,Curaçao,Livano Comenencia,livano comenencia,MF,2004-02-03,22,20,2,Zürich,,
2026,CUW,Curaçao,Jürgen Locadia,jurgen locadia,FW,1993-11-07,32,13,1,Miami FC,,
2026,CUW,Curaçao,Leandro Bacuna ( captain ),leandro bacuna ( captain ),MF,1991-08-21,34,72,16,Iğdır,,
2026,CUW,Curaçao,Jeremy Antonisse,jeremy antonisse,FW,2002-03-29,24,27,4,Kifisia,,
2026,CUW,Curaçao,Sontje Hansen,sontje hansen,FW,2002-05-18,24,6,1,Middlesbrough,,
2026,CUW,Curaçao,Tyrese Noslin,tyrese noslin,FW,2002-09-11,23,7,1,Telstar,,
2026,CUW,Curaçao,Kenji Gorré,kenji gorre,FW,1994-09-29,31,38,6,Maccabi Haifa,,
2026,CUW,Curaçao,Ar'jany Martha,ar'jany martha,MF,2003-09-04,22,9,2,Rotherham United,,
2026,CUW,Curaçao,Jearl Margaritha,jearl margaritha,FW,2000-04-10,26,22,5,Beveren,,
2026,CUW,Curaçao,Brandley Kuwas,brandley kuwas,FW,1992-09-19,33,35,2,Volendam,,
2026,CUW,Curaçao,Armando Obispo,armando obispo,DF,1999-03-05,27,6,0,PSV Eindhoven,,
2026,CUW,Curaçao,Gervane Kastaneer,gervane kastaneer,FW,1996-06-09,30,29,9,Terengganu,,
2026,CUW,Curaçao,Joshua Brenet,joshua brenet,DF,1994-03-20,32,18,2,Kayserispor,,
2026,CUW,Curaçao,Tahith Chong,tahith chong,MF,1999-12-04,26,6,3,Sheffield United,,
2026,CUW,Curaçao,Kevin Felida,kevin felida,MF,1999-11-11,26,19,1,Den Bosch,,
2026,CUW,Curaçao,Riechedly Bazoer,riechedly bazoer,DF,1996-10-12,29,5,0,Konyaspor,,
2026,CUW,Curaçao,Deveron Fonville,deveron fonville,DF,2003-05-16,23,2,0,NEC,,
2026,CUW,Curaçao,Tyrick Bodak,tyrick bodak,GK,2002-05-15,24,4,0,Telstar,,
2026,CUW,Curaçao,Trevor Doornbusch,trevor doornbusch,GK,1999-07-06,26,8,0,VVV-Venlo,,
2026,ECU,Ecuador,Hernán Galíndez,hernan galindez,GK,1987-03-30,39,35,0,Huracán,,
2026,ECU,Ecuador,Félix Torres,felix torres,DF,1997-01-11,29,49,5,Internacional,,
2026,ECU,Ecuador,Piero Hincapié,piero hincapie,DF,2002-01-09,24,52,3,Arsenal,,
2026,ECU,Ecuador,Joel Ordóñez,joel ordonez,DF,2004-04-21,22,17,0,Club Brugge,,
2026,ECU,Ecuador,Jordy Alcívar,jordy alcivar,MF,1999-08-05,26,11,1,Independiente del Valle,,
2026,ECU,Ecuador,Willian Pacho,willian pacho,DF,2001-10-16,24,34,2,Paris Saint-Germain,,
2026,ECU,Ecuador,Pervis Estupiñán,pervis estupinan,DF,1998-01-21,28,54,5,Milan,,
2026,ECU,Ecuador,Anthony Valencia,anthony valencia,MF,2003-07-21,22,3,1,Antwerp,,
2026,ECU,Ecuador,John Yeboah,john yeboah,FW,2000-06-23,25,23,3,Venezia,,
2026,ECU,Ecuador,Kendry Páez,kendry paez,MF,2007-05-04,19,26,2,River Plate,,
2026,ECU,Ecuador,Kevin Rodríguez,kevin rodriguez,FW,2000-03-04,26,31,2,Union Saint-Gilloise,,
2026,ECU,Ecuador,Moisés Ramírez,moises ramirez,GK,2000-09-09,25,7,0,Kifisia,,
2026,ECU,Ecuador,Enner Valencia ( captain ),enner valencia ( captain ),FW,1989-11-04,36,105,49,Pachuca,,
2026,ECU,Ecuador,Alan Minda,alan minda,MF,2003-05-14,23,20,2,Atlético Mineiro,,
2026,ECU,Ecuador,Pedro Vite,pedro vite,MF,2002-03-09,24,17,1,Pumas UNAM,,
2026,ECU,Ecuador,Jordy Caicedo,jordy caicedo,FW,1997-11-18,28,20,4,Huracán,,
2026,ECU,Ecuador,Ángelo Preciado,angelo preciado,DF,1998-02-18,28,55,0,Atlético Mineiro,,
2026,ECU,Ecuador,Denil Castillo,denil castillo,MF,2004-03-24,22,5,0,Midtjylland,,
2026,ECU,Ecuador,Gonzalo Plata,gonzalo plata,FW,2000-11-01,25,50,8,Flamengo,,
2026,ECU,Ecuador,Nilson Angulo,nilson angulo,FW,2003-06-19,22,14,2,Sunderland,,
2026,ECU,Ecuador,Alan Franco,alan franco,MF,1998-08-21,27,58,1,Atlético Mineiro,,
2026,ECU,Ecuador,Gonzalo Valle,gonzalo valle,GK,1996-02-28,30,4,0,LDU Quito,,
2026,ECU,Ecuador,Moisés Caicedo,moises caicedo,MF,2001-11-02,24,61,3,Chelsea,,
2026,ECU,Ecuador,Jeremy Arévalo,jeremy arevalo,FW,2005-03-19,21,4,0,VfB Stuttgart,,
2026,ECU,Ecuador,Jackson Porozo,jackson porozo,DF,2000-08-04,25,10,1,Tijuana,,
2026,ECU,Ecuador,Yaimar Medina,yaimar medina,DF,2004-11-05,21,6,0,Genk,,
2026,GER,Germany,Manuel Neuer,manuel neuer,GK,1986-03-27,40,124,0,Bayern Munich,,
2026,GER,Germany,Antonio Rüdiger,antonio rudiger,DF,1993-03-03,33,82,3,Real Madrid,,
2026,GER,Germany,Waldemar Anton,waldemar anton,DF,1996-07-20,29,13,0,Borussia Dortmund,,
2026,GER,Germany,Jonathan Tah,jonathan tah,DF,1996-02-11,30,47,1,Bayern Munich,,
2026,GER,Germany,Aleksandar Pavlović,aleksandar pavlovic,MF,2004-05-03,22,11,1,Bayern Munich,,
2026,GER,Germany,Joshua Kimmich ( captain ),joshua kimmich ( captain ),DF,1995-02-08,31,110,10,Bayern Munich,,
2026,GER,Germany,Kai Havertz,kai havertz,FW,1999-06-11,27,58,22,Arsenal,,
2026,GER,Germany,Leon Goretzka,leon goretzka,MF,1995-02-06,31,70,15,Bayern Munich,,
2026,GER,Germany,Jamie Leweling,jamie leweling,MF,2001-02-26,25,5,1,VfB Stuttgart,,
2026,GER,Germany,Jamal Musiala,jamal musiala,MF,2003-02-26,23,42,9,Bayern Munich,,
2026,GER,Germany,Nick Woltemade,nick woltemade,FW,2002-02-14,24,11,4,Newcastle United,,
2026,GER,Germany,Oliver Baumann,oliver baumann,GK,1990-06-02,36,13,0,TSG Hoffenheim,,
2026,GER,Germany,Pascal Groß,pascal gro,MF,1991-06-15,34,18,1,Brighton & Hove Albion,,
2026,GER,Germany,Maximilian Beier,maximilian beier,FW,2002-10-17,23,9,0,Borussia Dortmund,,
2026,GER,Germany,Nico Schlotterbeck,nico schlotterbeck,DF,1999-12-01,26,27,0,Borussia Dortmund,,
2026,GER,Germany,Angelo Stiller,angelo stiller,MF,2001-04-04,25,8,0,VfB Stuttgart,,
2026,GER,Germany,Florian Wirtz,florian wirtz,MF,2003-05-03,23,41,11,Liverpool,,
2026,GER,Germany,Nathaniel Brown,nathaniel brown,DF,2003-06-16,22,5,0,Eintracht Frankfurt,,
2026,GER,Germany,Leroy Sané,leroy sane,MF,1996-01-11,30,76,17,Galatasaray,,
2026,GER,Germany,Nadiem Amiri,nadiem amiri,MF,1996-10-27,29,11,1,Mainz 05,,
2026,GER,Germany,Alexander Nübel,alexander nubel,GK,1996-09-30,29,3,0,VfB Stuttgart,,
2026,GER,Germany,David Raum,david raum,DF,1998-04-22,28,37,1,RB Leipzig,,
2026,GER,Germany,Felix Nmecha,felix nmecha,MF,2000-10-10,25,8,1,Borussia Dortmund,,
2026,GER,Germany,Malick Thiaw,malick thiaw,DF,2001-08-08,24,5,0,Newcastle United,,
2026,GER,Germany,Assan Ouédraogo,assan ouedraogo,MF,2006-05-09,20,1,1,RB Leipzig,,
2026,GER,Germany,Deniz Undav,deniz undav,FW,1996-07-19,29,9,6,VfB Stuttgart,,
2026,CIV,Ivory Coast,Yahia Fofana,yahia fofana,GK,2000-08-21,25,35,0,Çaykur Rizespor,,
2026,CIV,Ivory Coast,Ousmane Diomande,ousmane diomande,DF,2003-12-04,22,15,1,Sporting CP,,
2026,CIV,Ivory Coast,Ghislain Konan,ghislain konan,DF,1995-12-27,30,54,0,Gil Vicente,,
2026,CIV,Ivory Coast,Jean Michaël Seri,jean michael seri,MF,1991-07-19,34,65,4,Maribor,,
2026,CIV,Ivory Coast,Wilfried Singo,wilfried singo,DF,2000-12-25,25,34,1,Galatasaray,,
2026,CIV,Ivory Coast,Seko Fofana,seko fofana,MF,1995-05-07,31,32,7,Porto,,
2026,CIV,Ivory Coast,Odilon Kossounou,odilon kossounou,DF,2001-01-04,25,35,0,Atalanta,,
2026,CIV,Ivory Coast,Franck Kessié ( captain ),franck kessie ( captain ),MF,1996-12-19,29,103,15,Al-Ahli,,
2026,CIV,Ivory Coast,Ange-Yoan Bonny,ange-yoan bonny,FW,2003-10-25,22,1,0,Inter Milan,,
2026,CIV,Ivory Coast,Simon Adingra,simon adingra,FW,2002-01-01,24,29,5,Monaco,,
2026,CIV,Ivory Coast,Yan Diomande,yan diomande,FW,2006-11-14,19,10,3,RB Leipzig,,
